CustomerID,Age,Gender,Annual_Income,Spending_Score,Membership_Level,Region,Product_Category,Purchase_Frequency,Last_Purchase_Days,IsActive,Satisfaction_Score
2658,35.0,Male,42391.0,29,Gold,North,Furniture,12,193,1,9
2659,25.0,Female,65693.0,60,Silver,North,Furniture,19,217,0,3
2660,56.0,Female,74033.0,29,Silver,East,Clothing,13,347,0,10
2661,49.0,Male,39540.0,58,Platinum,South,Electronics,16,22,1,8
2662,50.0,Female,53644.0,48,Gold,East,Furniture,8,145,0,8
2663,33.0,Female,46353.0,23,Platinum,North,Electronics,6,285,1,4
2664,29.0,Female,62958.0,27,Platinum,East,Groceries,10,145,1,6
2665,55.0,Female,44172.0,95,Gold,West,Furniture,10,2,1,8
2666,69.0,Female,21103.0,7,Gold,East,Clothing,6,288,0,9
2667,51.0,Female,65055.0,49,Basic,North,Furniture,8,359,0,2
2668,31.0,Male,45447.0,54,Platinum,West,Clothing,18,225,0,1
2669,53.0,Female,47008.0,68,Gold,South,Clothing,17,214,0,5
2670,50.0,Male,56533.0,78,Silver,East,Groceries,10,166,1,10
2671,40.0,Male,55292.0,42,Basic,East,Groceries,2,141,0,3
2672,67.0,Male,56841.0,74,Platinum,North,Clothing,12,317,1,6
2673,62.0,Male,25554.0,59,Gold,South,Furniture,10,64,0,1
2674,19.0,Female,58344.0,44,Basic,West,Clothing,9,333,1,4
2675,58.0,Female,21364.0,98,Basic,North,Electronics,16,212,1,6
2676,38.0,,61543.0,26,Silver,North,Electronics,7,289,0,2
2677,19.0,Male,66775.0,23,Basic,East,Furniture,9,98,1,8
2678,44.0,Female,29472.0,73,Platinum,South,Furniture,6,166,0,4
2679,26.0,Female,54926.0,8,Gold,North,Groceries,10,126,0,2
2680,18.0,Female,65857.0,53,,East,Electronics,7,157,1,1
2681,28.0,Male,43264.0,14,Basic,West,Clothing,18,250,0,8
2682,20.0,Male,60104.0,71,Platinum,North,Clothing,11,61,1,10
2683,69.0,Female,8218.0,7,Silver,West,Electronics,1,32,0,1
2684,40.0,Male,66472.0,9,Silver,West,Electronics,19,274,1,7
2685,43.0,Male,50449.0,3,Gold,East,Groceries,5,301,1,7
2686,21.0,Female,46132.0,78,Platinum,South,Electronics,6,21,0,6
2687,35.0,Male,64760.0,17,Silver,West,Groceries,7,12,0,8
2688,23.0,Male,75939.0,44,Gold,North,Furniture,4,244,1,10
2689,52.0,Female,57285.0,86,Gold,South,Furniture,16,103,0,1
2690,39.0,Male,74130.0,46,Silver,South,Electronics,10,276,1,1
2691,60.0,Male,26700.0,90,Platinum,East,Electronics,15,7,0,1
2692,32.0,Male,59989.0,58,Basic,North,Electronics,13,347,1,6
2693,39.0,Male,48019.0,28,Silver,North,Electronics,8,130,0,7
2694,54.0,Male,38176.0,14,Basic,East,Clothing,13,299,1,10
2695,69.0,Male,21069.0,9,,East,Clothing,7,97,0,9
2696,59.0,Male,59176.0,26,,South,Furniture,17,277,0,10
2697,,Male,63129.0,2,Platinum,West,Clothing,4,285,1,5
2698,64.0,Female,70130.0,75,Gold,West,Electronics,7,288,1,1
2699,66.0,Female,,81,Platinum,West,Groceries,16,173,1,9
2700,59.0,Female,38424.0,34,Gold,West,Furniture,2,332,1,5
2701,55.0,Female,69360.0,19,Silver,North,Electronics,14,205,1,6
2702,35.0,Male,70945.0,39,Basic,North,Clothing,14,103,1,9
2703,62.0,Female,46100.0,82,Platinum,East,Groceries,8,113,0,2
2704,52.0,Female,50426.0,13,Silver,East,Groceries,6,360,0,3
2705,,Male,35987.0,5,Gold,West,Clothing,7,131,1,7
2706,41.0,Male,72213.0,50,Platinum,East,Electronics,7,39,0,3
2707,59.0,Male,27323.0,23,Basic,North,Groceries,2,307,1,2
2708,47.0,Male,58024.0,88,Silver,West,Groceries,4,8,0,7
2709,31.0,Male,41047.0,29,Platinum,West,Clothing,13,46,1,8
2710,23.0,Female,33382.0,72,Platinum,North,Groceries,10,194,1,9
2711,20.0,Male,21879.0,26,Silver,South,Groceries,9,6,0,2
2712,33.0,Female,46768.0,79,Gold,West,Groceries,15,58,1,2
2713,24.0,Female,31031.0,57,Gold,East,Furniture,12,169,0,7
2714,69.0,Male,50846.0,1,Platinum,South,Electronics,10,122,0,4
2715,31.0,Female,76540.0,28,Gold,North,Electronics,19,249,0,5
2716,26.0,Female,52992.0,62,Gold,South,Clothing,5,207,0,1
2717,32.0,Male,79959.0,47,Silver,South,Electronics,7,115,0,6
2718,38.0,Female,35265.0,78,Gold,West,Groceries,11,239,0,10
2719,,,30785.0,98,Gold,South,Electronics,16,54,0,8
2720,19.0,Female,34594.0,59,Silver,East,Furniture,13,76,0,1
2721,44.0,Male,49023.0,31,Platinum,West,Groceries,4,169,0,2
2722,19.0,Male,90844.0,70,Platinum,North,Groceries,16,48,0,7
2723,52.0,Male,25068.0,49,Silver,East,Furniture,13,224,1,2
2724,35.0,Female,59294.0,5,Basic,West,Furniture,1,70,0,9
2725,31.0,Male,39500.0,31,Silver,South,Electronics,4,155,0,6
2726,37.0,Female,46642.0,37,Basic,East,Electronics,15,47,1,5
2727,35.0,Male,31129.0,79,Gold,West,Electronics,16,279,1,7
2728,27.0,Female,63187.0,15,Platinum,West,Furniture,4,202,1,10
2729,42.0,Male,,52,Basic,North,Electronics,17,142,1,8
2730,19.0,Male,66311.0,69,Basic,West,Clothing,11,317,0,9
2731,42.0,,52628.0,92,Gold,North,Electronics,5,126,0,6
2732,,Male,21025.0,97,Platinum,South,Furniture,13,332,0,5
2733,53.0,Female,66448.0,11,Gold,West,Furniture,12,153,1,7
2734,48.0,Male,19804.0,43,,West,Clothing,3,65,1,2
2735,31.0,Male,21951.0,70,Platinum,South,Groceries,4,96,0,8
2736,18.0,Female,,23,Gold,West,Clothing,10,181,1,4
2737,63.0,Female,36442.0,40,Basic,West,Furniture,9,362,0,1
2738,33.0,Female,70940.0,63,Silver,East,Groceries,10,178,1,3
2739,63.0,Male,47432.0,2,Platinum,North,Clothing,13,129,1,9
2740,69.0,Female,68710.0,79,Platinum,West,Clothing,1,39,0,4
2741,,Male,41481.0,87,Silver,West,Groceries,12,300,0,10
2742,52.0,Female,54764.0,86,Silver,North,Clothing,11,361,0,10
2743,58.0,,,73,Gold,East,Groceries,8,350,1,3
2744,23.0,Female,60440.0,47,Platinum,North,Electronics,14,133,1,4
2745,42.0,Female,43026.0,30,Gold,West,Groceries,14,109,0,3
2746,30.0,Female,44332.0,16,Silver,South,Clothing,17,72,0,3
2747,51.0,Female,45528.0,59,Gold,South,Electronics,19,208,0,2
2748,25.0,Male,25213.0,47,Platinum,East,Furniture,17,65,1,6
2749,38.0,Female,48741.0,30,Basic,East,Furniture,6,241,1,10
2750,51.0,Male,44244.0,9,Basic,West,Furniture,14,79,0,6
2751,21.0,Female,58701.0,65,Platinum,East,Clothing,18,88,0,10
2752,42.0,Female,51369.0,59,Gold,West,Electronics,17,178,0,4
2753,32.0,Female,70045.0,64,Silver,South,Groceries,6,262,1,8
2754,21.0,Male,51051.0,8,Silver,East,Furniture,5,66,1,6
2755,62.0,Male,41566.0,52,Basic,West,Furniture,13,325,0,8
2756,,Female,50865.0,18,Gold,North,Electronics,16,105,1,6
2757,49.0,Male,60862.0,91,Silver,East,Electronics,9,98,0,9
2758,49.0,Female,23401.0,82,Silver,West,Electronics,12,96,0,3
2759,45.0,Female,39271.0,96,Platinum,West,Clothing,10,46,0,3
2760,30.0,Male,,58,Gold,North,Electronics,13,31,1,2
2761,48.0,Male,56164.0,49,Gold,South,Groceries,19,204,0,10
2762,31.0,,57909.0,32,Silver,North,Groceries,16,148,0,6
2763,37.0,,51518.0,48,Gold,West,Furniture,17,132,1,7
2764,35.0,Female,12820.0,45,Gold,North,Groceries,16,186,0,7
2765,46.0,Male,25221.0,54,Gold,North,Electronics,14,189,0,5
2766,23.0,Male,46416.0,100,,West,Groceries,16,127,0,6
2767,49.0,Female,42477.0,100,Silver,South,Furniture,15,364,0,7
2768,46.0,Male,50080.0,85,Basic,North,Clothing,12,297,1,2
2769,60.0,Male,42959.0,46,Gold,North,Groceries,5,309,1,10
2770,19.0,Male,72974.0,96,Silver,East,Furniture,11,87,0,7
2771,40.0,Male,15590.0,31,Basic,East,Furniture,5,121,1,1
2772,36.0,Female,54539.0,37,Platinum,West,Electronics,11,332,1,6
2773,48.0,Female,62420.0,16,Silver,West,Furniture,2,304,1,8
2774,68.0,,60523.0,46,Platinum,West,Groceries,19,135,1,1
2775,22.0,Male,61809.0,46,Silver,East,Furniture,17,328,1,1
2776,36.0,Female,63966.0,78,Platinum,West,Furniture,19,199,1,6
2777,51.0,,40940.0,88,Silver,North,Electronics,12,171,1,5
2778,27.0,,33477.0,89,Platinum,North,Electronics,5,260,1,3
2779,42.0,Male,19479.0,61,Basic,South,Groceries,12,124,0,10
2780,19.0,,44560.0,46,Silver,West,Furniture,16,242,0,10
2781,,,38337.0,51,Basic,North,Clothing,1,71,0,7
2782,67.0,Male,67424.0,62,Gold,North,Furniture,2,59,0,7
2783,48.0,Male,45686.0,35,Basic,South,Clothing,10,109,0,7
2784,32.0,Male,34543.0,81,,North,Groceries,2,41,0,6
2785,26.0,Male,32171.0,42,Basic,South,Electronics,10,286,0,4
2786,40.0,Female,79832.0,45,Silver,South,Groceries,18,146,0,9
2787,36.0,Female,49668.0,68,Platinum,East,Electronics,1,286,1,9
2788,26.0,Female,38277.0,75,Gold,North,Electronics,5,52,0,7
2789,52.0,Male,51860.0,47,Basic,East,Furniture,12,176,0,7
2790,38.0,Male,78453.0,79,Gold,North,Furniture,17,279,1,8
2791,26.0,Female,44154.0,30,Basic,East,Electronics,19,165,1,5
2792,45.0,Male,60305.0,24,Silver,South,Clothing,18,327,0,9
2793,63.0,Female,67796.0,66,Basic,South,Clothing,13,252,0,6
2794,68.0,Male,21628.0,43,Gold,South,Furniture,3,103,0,7
2795,24.0,Female,40423.0,34,Basic,South,Groceries,10,53,1,7
2796,33.0,Female,65916.0,23,Gold,North,Clothing,14,255,0,9
2797,33.0,Female,39510.0,61,Gold,West,Electronics,8,361,1,7
2798,50.0,Male,56219.0,95,Silver,North,Furniture,10,173,0,3
2799,21.0,Female,38622.0,37,Platinum,East,Furniture,2,251,1,6
2800,21.0,Male,,13,Platinum,North,Electronics,13,177,1,6
2801,56.0,Male,41489.0,97,Basic,North,Groceries,5,49,1,7
2802,57.0,Male,,71,Gold,East,Electronics,11,111,0,6
2803,34.0,Male,53023.0,96,Silver,South,Groceries,1,210,0,4
2804,54.0,Male,51482.0,7,Platinum,East,Furniture,10,248,1,6
2805,56.0,Male,87612.0,42,Silver,East,Groceries,13,175,1,3
2806,69.0,Male,76095.0,38,Silver,West,Electronics,4,107,1,1
2807,46.0,Female,20281.0,52,Gold,West,Furniture,10,153,0,1
2808,69.0,Female,43348.0,44,Basic,South,Clothing,12,347,1,5
2809,53.0,Female,86396.0,64,Gold,East,Furniture,14,155,0,8
2810,55.0,Male,,13,Platinum,East,Electronics,3,140,0,3
2811,56.0,Male,81316.0,88,Platinum,East,Electronics,2,151,1,2
2812,67.0,Male,43605.0,28,Silver,North,Furniture,19,273,1,8
2813,54.0,Male,46490.0,96,Gold,West,Furniture,11,44,0,9
2814,69.0,Female,62953.0,82,Gold,West,Furniture,7,71,0,9
2815,52.0,Male,48646.0,98,Silver,South,Groceries,18,125,0,2
2816,24.0,Female,57419.0,98,Basic,West,Clothing,14,152,1,8
2817,44.0,Male,73624.0,1,Silver,West,Groceries,7,349,0,2
2818,45.0,Female,61382.0,43,Silver,South,Electronics,7,316,0,7
2819,39.0,Male,52122.0,42,Platinum,East,Furniture,9,309,1,8
2820,31.0,Female,75102.0,95,Gold,North,Groceries,12,220,0,1
2821,24.0,,63150.0,50,Platinum,South,Groceries,6,215,1,8
2822,54.0,Female,38996.0,60,Silver,West,Electronics,7,330,1,3
2823,39.0,Male,79701.0,1,,South,Groceries,4,144,1,1
2824,22.0,Female,59635.0,51,Silver,West,Electronics,16,107,1,7
2825,19.0,Female,46794.0,16,Silver,East,Groceries,7,354,1,10
2826,44.0,Male,19687.0,39,,East,Clothing,8,281,1,3
2827,38.0,Female,29336.0,15,Platinum,East,Electronics,8,322,1,8
2828,55.0,Male,75502.0,33,Platinum,West,Clothing,3,306,1,9
2829,32.0,Male,76094.0,87,Silver,South,Groceries,9,325,1,2
2830,38.0,Male,51279.0,53,,West,Clothing,19,334,0,1
2831,27.0,Female,23446.0,98,,East,Clothing,13,64,1,8
2832,,Female,33695.0,17,Silver,East,Clothing,7,284,0,10
2833,56.0,Male,25643.0,89,Silver,East,Groceries,15,265,0,6
2834,22.0,Male,25098.0,6,Basic,West,Electronics,19,6,1,10
2835,,Female,80402.0,31,,North,Groceries,2,168,1,1
2836,30.0,,80898.0,69,Basic,East,Groceries,12,355,1,3
2837,38.0,Female,33187.0,40,Silver,South,Groceries,8,173,0,9
2838,43.0,Male,49868.0,30,Gold,East,Electronics,8,338,1,9
2839,67.0,Male,30728.0,69,Silver,West,Furniture,13,119,0,6
2840,62.0,Male,49771.0,76,Basic,South,Groceries,1,226,0,3
2841,38.0,Male,74589.0,7,Basic,West,Groceries,10,174,0,8
2842,35.0,Male,66180.0,13,Gold,North,Electronics,9,129,1,6
2843,,Female,62129.0,4,Basic,North,Furniture,2,187,1,1
2844,62.0,Male,47087.0,50,Silver,West,Furniture,19,63,0,6
2845,49.0,Female,68929.0,3,Gold,East,Furniture,14,274,0,5
2846,53.0,Female,59700.0,12,Platinum,South,Furniture,10,86,0,8
2847,34.0,Male,56058.0,65,Silver,East,Electronics,10,210,0,2
2848,52.0,Female,48268.0,27,Platinum,West,Electronics,8,193,1,7
2849,66.0,Male,54775.0,50,Gold,West,Furniture,14,238,1,6
2850,28.0,Female,54323.0,77,Gold,East,Clothing,13,20,0,1
2851,38.0,Male,41878.0,17,Silver,South,Electronics,6,182,0,8
2852,69.0,Male,38376.0,72,Basic,South,Clothing,13,48,0,6
2853,43.0,Female,35046.0,32,Silver,South,Clothing,3,228,1,3
2854,21.0,Male,36007.0,84,Basic,South,Furniture,13,54,1,5
2855,,Female,47178.0,51,Basic,South,Furniture,19,102,0,7
2856,69.0,Male,44709.0,17,Silver,North,Groceries,16,89,1,9
2857,65.0,Male,40688.0,34,Gold,North,Clothing,4,144,1,4
2858,35.0,Male,39578.0,35,Silver,West,Groceries,3,148,0,2
2859,57.0,Female,54378.0,99,Platinum,North,Furniture,15,230,1,3
2860,52.0,Female,70664.0,24,Gold,South,Clothing,15,303,1,7
2861,58.0,Male,49836.0,54,Basic,South,Electronics,18,250,1,8
2862,46.0,Female,48855.0,18,Gold,South,Groceries,7,225,1,5
2863,69.0,Male,35976.0,50,Silver,West,Furniture,5,161,1,3
2864,46.0,Female,46653.0,46,Gold,West,Clothing,8,168,1,1
2865,55.0,Female,67855.0,48,Basic,East,Furniture,10,110,0,10
2866,59.0,Male,,33,Basic,North,Groceries,1,261,0,1
2867,38.0,Male,64519.0,87,Gold,North,Furniture,11,173,0,2
2868,59.0,Male,64038.0,89,Platinum,East,Furniture,3,297,1,5
2869,30.0,Male,56550.0,27,Basic,East,Electronics,3,243,1,3
2870,66.0,Male,56018.0,1,Platinum,North,Furniture,15,209,1,7
2871,,Female,53671.0,85,Basic,South,Clothing,17,243,0,2
2872,34.0,Female,43746.0,59,Gold,North,Clothing,18,254,0,2
2873,26.0,Male,51255.0,10,Basic,South,Electronics,8,82,1,3
2874,58.0,Male,53233.0,95,Platinum,West,Clothing,13,31,1,1
2875,18.0,Male,59497.0,25,Platinum,North,Furniture,10,4,1,2
2876,19.0,Female,51503.0,84,Gold,North,Furniture,3,194,1,5
2877,65.0,Male,81577.0,57,Platinum,West,Clothing,14,56,1,3
2878,46.0,Male,31852.0,66,Platinum,West,Groceries,13,261,0,10
2879,50.0,Female,61317.0,15,Gold,West,Furniture,3,81,0,6
2880,27.0,Female,49381.0,28,Basic,West,Clothing,13,54,1,2
2881,67.0,Female,50032.0,13,Gold,West,Furniture,9,96,0,8
2882,57.0,Female,37811.0,14,Basic,East,Furniture,16,349,1,4
2883,38.0,Male,65290.0,66,Basic,East,Electronics,8,336,0,3
2884,45.0,Female,59792.0,34,Basic,West,Clothing,12,257,1,5
2885,28.0,Female,62504.0,99,Silver,West,Furniture,12,204,1,8
2886,51.0,Male,52538.0,25,Basic,West,Groceries,19,211,1,9
2887,25.0,Male,45126.0,54,Gold,West,Clothing,17,329,1,1
2888,39.0,Male,49001.0,79,Gold,South,Groceries,15,317,0,4
2889,25.0,Female,56501.0,12,,South,Clothing,18,126,1,6
2890,66.0,Male,19916.0,9,Silver,West,Groceries,7,7,1,6
2891,32.0,Female,63093.0,31,Platinum,West,Groceries,13,125,1,9
2892,34.0,Female,86392.0,78,Silver,North,Clothing,19,271,1,1
2893,40.0,Female,57205.0,93,Gold,West,Electronics,16,108,0,5
2894,41.0,Male,45786.0,53,Gold,West,Electronics,11,260,0,10
2895,,,47581.0,43,Platinum,East,Clothing,5,319,0,1
2896,36.0,,60613.0,38,Silver,South,Furniture,2,70,1,6
2897,22.0,Male,46125.0,42,Gold,West,Clothing,1,38,0,9
2898,49.0,Male,63030.0,72,Basic,South,Clothing,16,175,1,4
2899,61.0,Female,47387.0,48,Basic,South,Furniture,5,188,0,10
2900,18.0,Female,75712.0,67,Gold,North,Clothing,7,227,0,10
2901,40.0,Female,75298.0,66,Basic,South,Clothing,9,258,1,9
2902,54.0,Male,45047.0,16,Platinum,South,Furniture,4,197,0,3
2903,25.0,Female,48784.0,83,Gold,West,Furniture,19,8,1,7
2904,30.0,Female,49664.0,94,Silver,East,Electronics,15,51,0,5
2905,25.0,Female,49865.0,16,Gold,West,Groceries,7,222,1,10
2906,40.0,Female,35788.0,31,Platinum,West,Groceries,18,19,1,1
2907,,Female,33691.0,58,Silver,East,Electronics,5,350,1,7
2908,18.0,Male,68746.0,28,Platinum,East,Electronics,13,247,1,8
2909,62.0,Male,66346.0,4,Basic,North,Groceries,3,31,0,6
2910,68.0,Male,66087.0,10,Basic,East,Electronics,6,80,1,1
2911,,Male,48959.0,51,Basic,West,Clothing,12,358,0,9
2912,52.0,,78380.0,18,Platinum,East,Electronics,18,22,1,7
2913,41.0,Male,,47,Platinum,East,Electronics,18,289,1,6
2914,34.0,Female,62943.0,32,Gold,East,Electronics,4,242,1,4
2915,22.0,Male,29170.0,30,Silver,South,Electronics,14,214,1,3
2916,37.0,Male,46553.0,36,Silver,North,Groceries,14,200,0,4
2917,38.0,Male,47662.0,9,Platinum,South,Furniture,1,165,0,1
2918,57.0,Female,49017.0,36,Platinum,South,Groceries,11,140,1,9
2919,48.0,Female,30117.0,29,Basic,North,Groceries,9,320,0,2
2920,63.0,Male,60558.0,16,Platinum,South,Furniture,18,285,0,2
2921,53.0,,65429.0,92,Basic,East,Groceries,5,13,1,3
2922,28.0,Male,38842.0,21,Platinum,North,Clothing,10,26,0,1
2923,69.0,Male,32789.0,64,Silver,South,Furniture,15,22,1,10
2924,32.0,Male,38465.0,66,Gold,West,Clothing,10,349,1,3
2925,36.0,Female,57432.0,59,Platinum,South,Groceries,16,76,0,4
2926,24.0,Male,41050.0,99,Basic,West,Groceries,4,92,0,9
2927,68.0,,47989.0,28,Gold,East,Furniture,4,329,1,5
2928,45.0,Male,33898.0,55,Basic,West,Groceries,8,266,1,6
2929,68.0,Female,79689.0,100,Basic,South,Electronics,6,48,1,1
2930,60.0,Male,51097.0,31,Gold,South,Clothing,11,170,0,3
2931,22.0,Female,67245.0,33,Gold,South,Clothing,13,346,1,7
2932,22.0,Male,57397.0,87,Gold,North,Electronics,19,245,1,7
2933,47.0,Female,49371.0,60,Platinum,North,Furniture,11,228,1,10
2934,49.0,Male,48595.0,41,Gold,South,Furniture,2,187,1,1
2935,25.0,Male,39121.0,81,,South,Electronics,3,168,1,9
2936,27.0,Female,43243.0,46,Silver,East,Electronics,15,203,0,1
2937,55.0,,34882.0,49,Silver,North,Clothing,13,6,0,7
2938,64.0,Male,33247.0,65,Basic,North,Electronics,10,132,0,2
2939,49.0,Female,81295.0,42,Basic,North,Electronics,5,245,0,9
2940,65.0,Male,54183.0,23,Platinum,West,Electronics,11,91,0,9
2941,45.0,Male,71985.0,27,,South,Groceries,14,311,1,9
2942,34.0,Male,38089.0,89,Silver,East,Electronics,15,126,0,4
2943,48.0,Female,31225.0,32,Platinum,East,Groceries,13,242,1,6
2944,25.0,Male,35333.0,83,Platinum,South,Clothing,3,249,0,2
2945,57.0,Female,43668.0,88,Gold,South,Clothing,9,7,0,3
2946,42.0,Male,50547.0,3,Platinum,East,Furniture,8,88,1,6
2947,26.0,Female,47735.0,60,Basic,West,Clothing,15,86,0,1
2948,19.0,Female,38402.0,76,Silver,East,Furniture,1,355,0,7
2949,32.0,Male,51315.0,99,Basic,West,Groceries,2,145,1,2
2950,67.0,Female,52630.0,79,Silver,West,Electronics,9,331,0,8
2951,20.0,Male,60534.0,17,Gold,North,Clothing,17,198,0,5
2952,66.0,Male,72056.0,32,Silver,South,Electronics,9,363,0,7
2953,53.0,Male,44541.0,7,Gold,North,Furniture,1,164,1,8
2954,21.0,Male,68232.0,83,Basic,West,Groceries,8,145,0,3
2955,31.0,Male,50989.0,71,Gold,East,Clothing,5,342,0,6
2956,58.0,Female,27090.0,69,Platinum,North,Electronics,11,1,1,9
2957,58.0,Male,76749.0,58,Platinum,East,Furniture,6,120,0,4
2958,42.0,Female,84088.0,40,Silver,West,Electronics,17,67,1,10
2959,67.0,Female,59286.0,85,,East,Clothing,18,355,1,7
2960,27.0,Male,51346.0,48,,North,Electronics,18,49,1,1
2961,38.0,Female,45928.0,51,Silver,West,Groceries,5,307,1,7
2962,53.0,Male,,57,Platinum,South,Clothing,5,327,0,9
2963,29.0,Female,68160.0,71,Gold,North,Furniture,19,287,0,10
2964,44.0,Female,49740.0,37,Silver,North,Clothing,13,24,1,8
2965,57.0,Female,75109.0,87,Gold,South,Furniture,7,211,0,4
2966,19.0,Male,50522.0,75,Gold,West,Furniture,14,293,0,3
2967,30.0,Female,43814.0,74,Basic,South,Clothing,8,63,0,7
2968,49.0,Male,40980.0,85,Platinum,North,Furniture,3,56,1,1
2969,48.0,Female,38844.0,55,Gold,West,Clothing,4,18,0,8
2970,33.0,Female,57712.0,41,Platinum,East,Groceries,10,362,1,1
2971,49.0,Female,30582.0,97,Basic,North,Groceries,4,77,1,7
2972,49.0,,37724.0,20,Silver,East,Electronics,18,260,0,6
2973,51.0,Male,,33,Silver,South,Groceries,12,121,0,10
2974,28.0,Male,35681.0,40,Basic,West,Furniture,15,184,1,8
2975,27.0,Female,62940.0,99,Basic,South,Electronics,13,48,1,6
2976,32.0,Female,19054.0,34,Gold,East,Electronics,12,147,1,5
2977,34.0,Male,71751.0,62,Basic,North,Clothing,8,282,0,9
2978,57.0,Male,30946.0,100,Silver,West,Electronics,9,364,1,4
2979,35.0,,36854.0,91,Platinum,South,Clothing,9,294,0,7
2980,,Male,60205.0,19,Platinum,East,Electronics,17,80,0,6
2981,42.0,Female,54056.0,43,Platinum,East,Groceries,1,236,0,10
2982,57.0,Female,63424.0,69,Platinum,North,Clothing,6,229,0,6
2983,31.0,Male,30826.0,63,Basic,East,Furniture,7,284,1,5
2984,42.0,Male,45697.0,93,Basic,West,Electronics,9,61,1,2
2985,67.0,Male,40743.0,10,Platinum,East,Groceries,10,220,1,4
2986,39.0,Male,33347.0,13,Basic,North,Groceries,4,345,1,1
2987,69.0,Male,58938.0,93,Gold,South,Clothing,16,89,1,9
2988,47.0,Male,64145.0,5,Basic,West,Clothing,12,264,1,9
2989,37.0,Female,44947.0,58,Gold,South,Clothing,9,228,1,8
2990,38.0,Female,72840.0,59,Gold,South,Furniture,3,103,0,4
2991,61.0,Female,38214.0,76,Basic,East,Furniture,9,88,1,5
2992,49.0,Male,,59,Platinum,East,Furniture,17,23,0,1
2993,68.0,Male,58433.0,77,Gold,North,Electronics,14,293,0,4
2994,63.0,Male,31646.0,86,Basic,East,Furniture,5,267,1,4
2995,66.0,Female,79722.0,15,Silver,East,Clothing,1,17,1,5
2996,38.0,Male,43332.0,77,Platinum,South,Groceries,1,285,1,2
2997,52.0,Male,68076.0,1,Silver,West,Groceries,3,313,1,2
2998,49.0,Female,52184.0,38,Gold,East,Clothing,9,162,0,2
2999,47.0,Male,55616.0,53,Silver,West,Furniture,6,78,0,8
3000,56.0,Female,,52,Basic,East,Furniture,9,122,0,2
3001,66.0,Female,62687.0,1,Platinum,East,Clothing,4,112,0,6
3002,29.0,Male,44867.0,11,Gold,North,Groceries,19,239,1,2
3003,58.0,Female,57974.0,58,Basic,East,Electronics,5,210,0,8
3004,64.0,Male,56848.0,40,Platinum,North,Groceries,5,349,0,1
3005,35.0,Female,53203.0,86,,South,Furniture,14,2,1,2
3006,38.0,Male,46950.0,99,Gold,West,Groceries,10,203,1,5
3007,30.0,Female,53173.0,60,Gold,East,Furniture,16,287,1,6
3008,38.0,Male,79513.0,44,Gold,North,Groceries,6,117,0,9
3009,25.0,Female,45574.0,6,Silver,South,Clothing,14,300,1,6
3010,63.0,Female,68098.0,28,Silver,East,Furniture,18,346,1,8
3011,57.0,Female,40705.0,31,Silver,North,Electronics,9,114,0,7
3012,63.0,Male,36780.0,8,Gold,North,Electronics,7,74,1,1
3013,24.0,Male,,5,Silver,South,Clothing,18,241,0,2
3014,40.0,Female,58100.0,54,Platinum,East,Groceries,10,302,1,4
3015,61.0,Male,,17,Gold,East,Clothing,2,54,1,1
3016,49.0,Female,58928.0,38,Platinum,West,Clothing,13,159,1,8
3017,28.0,Male,71109.0,9,Platinum,East,Electronics,6,109,1,4
3018,39.0,Female,56117.0,74,Silver,North,Electronics,9,280,0,7
3019,39.0,Male,62243.0,84,Gold,West,Furniture,8,153,0,7
3020,60.0,Female,34121.0,78,Silver,West,Furniture,10,163,0,8
3021,42.0,Female,64758.0,14,Silver,East,Furniture,16,57,1,9
3022,39.0,Female,46448.0,26,Silver,West,Clothing,15,328,0,9
3023,45.0,Female,60076.0,93,Gold,North,Clothing,13,325,0,7
3024,46.0,Male,24273.0,62,Gold,North,Furniture,18,214,1,9
3025,30.0,Female,59452.0,91,Silver,South,Electronics,6,28,0,5
3026,35.0,Male,16371.0,25,Platinum,North,Electronics,9,204,0,10
3027,19.0,Male,45861.0,80,Platinum,South,Groceries,18,33,0,4
3028,46.0,,24416.0,36,,West,Furniture,7,309,1,3
3029,38.0,Male,59495.0,98,Basic,South,Clothing,5,122,0,6
3030,,Male,51039.0,80,Silver,East,Groceries,11,16,1,10
3031,69.0,,38438.0,33,Silver,South,Groceries,13,154,1,9
3032,44.0,Female,71516.0,3,Basic,East,Groceries,3,343,0,4
3033,,Male,36550.0,87,Gold,West,Furniture,1,218,0,2
3034,48.0,Male,4532.0,11,Platinum,South,Furniture,4,105,0,3
3035,,Female,57704.0,58,Gold,North,Furniture,19,77,1,3
3036,68.0,Female,23501.0,64,Platinum,East,Electronics,18,87,0,2
3037,40.0,Male,37024.0,18,Platinum,West,Groceries,6,31,1,9
3038,41.0,Female,42239.0,47,Gold,North,Electronics,10,100,0,4
3039,61.0,Male,28640.0,44,Silver,East,Furniture,7,155,1,3
3040,30.0,Male,42594.0,93,Silver,West,Electronics,12,292,0,10
3041,39.0,Male,28920.0,59,Silver,West,Electronics,8,315,1,6
3042,60.0,,52435.0,50,Platinum,North,Clothing,13,106,1,8
3043,54.0,Male,31568.0,69,Silver,West,Furniture,18,230,1,8
3044,50.0,Female,50452.0,88,Platinum,South,Groceries,14,3,0,10
3045,20.0,Female,67430.0,29,Silver,West,Furniture,11,222,1,6
3046,36.0,Male,61735.0,93,Gold,East,Electronics,10,121,1,5
3047,40.0,Female,48774.0,90,,East,Furniture,6,160,1,7
